"","date","IsDustyDay"
"1",20191205,0
"2",20191204,0
"3",20191203,0
"4",20191128,0
"5",20191127,0
"6",20191126,0
"7",20191121,0
"8",20191120,0
"9",20191119,0
"10",20191114,0
"11",20191113,0
"12",20191112,0
"13",20191107,0
"14",20191106,0
"15",20191105,0
"16",20191031,1
"17",20191030,0
"18",20191029,1
"19",20191024,0
"20",20191023,0
"21",20191022,0
"22",20191017,0
"23",20191016,0
"24",20191015,0
"25",20191010,0
"26",20191009,0
"27",20191008,0
"28",20191003,0
"29",20191002,0
"30",20191001,0
"31",20190926,0
"32",20190925,0
"33",20190924,0
"34",20190919,0
"35",20190918,0
"36",20190917,0
"37",20190912,0
"38",20190911,0
"39",20190910,0
"40",20190905,0
"41",20190904,0
"42",20190903,0
"43",20190829,0
"44",20190828,0
"45",20190827,0
"46",20190822,0
"47",20190821,0
"48",20190820,0
"49",20190815,0
"50",20190814,0
"51",20190813,0
"52",20190808,0
"53",20190807,0
"54",20190806,0
"55",20190801,0
"56",20190731,0
"57",20190730,0
"58",20190725,0
"59",20190724,0
"60",20190723,0
"61",20190718,1
"62",20190717,1
"63",20190716,0
"64",20190711,0
"65",20190710,0
"66",20190709,0
"67",20190704,0
"68",20190703,0
"69",20190702,0
"70",20190627,0
"71",20190626,0
"72",20190625,0
"73",20190620,0
"74",20190619,0
"75",20190618,0
"76",20190613,0
"77",20190612,0
"78",20190611,0
"79",20190606,1
"80",20190605,1
"81",20190604,0
"82",20190530,0
"83",20190529,0
"84",20190528,0
"85",20190523,1
"86",20190522,1
"87",20190521,1
"88",20190516,1
"89",20190515,1
"90",20190514,0
"91",20190509,0
"92",20190508,1
"93",20190507,0
"94",20190502,1
"95",20190501,1
"96",20190430,0
"97",20190425,0
"98",20190424,1
"99",20190423,1
"100",20190418,0
"101",20190417,0
"102",20190416,0
"103",20190411,0
"104",20190410,0
"105",20190409,0
"106",20190404,0
"107",20190403,0
"108",20190402,0
"109",20190328,1
"110",20190327,1
"111",20190326,1
"112",20190321,0
"113",20190320,1
"114",20190319,1
"115",20190314,0
"116",20190307,1
"117",20190306,1
"118",20190305,1
"119",20190228,1
"120",20190227,1
"121",20190226,1
"122",20190221,1
"123",20190220,1
"124",20190219,0
"125",20190214,0
"126",20190213,0
"127",20190212,1
"128",20190207,1
"129",20190206,1
"130",20190205,1
"131",20190131,1
"132",20190130,1
"133",20190129,1
"134",20190124,0
"135",20190123,1
"136",20190122,1
"137",20190117,0
"138",20190116,0
"139",20190115,1
"140",20190110,1
"141",20190109,0
"142",20190108,0
"143",20190103,0
"144",20190102,0
"145",20190101,0
"146",20181227,0
"147",20181226,1
"148",20181225,0
"149",20181220,1
"150",20181219,1
"151",20181218,0
"152",20181213,0
"153",20181212,0
"154",20181211,0
"155",20181206,0
"156",20181205,0
